ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	MORPHEMES	COGIDS	COGID	ALIGNMENT	BORROWING	ID_IN_SOURCE	NOTE
2916	QueyuXinlong	short	tsho⁵⁵tsho³³	tsho⁵⁵tsho³³	tsʰ ⁵⁵/o tsʰ ³³/o		1571	0	tsʰ ⁵⁵/o tsʰ ³³/o		20589	
2917	QueyuXinlong	shy	qɑ⁵⁵skɛ⁵⁵	qɑ⁵⁵skɛ⁵⁵	q ⁵⁵/ɑ + s k ⁵⁵/ɛ		1599 1598	0	q ⁵⁵/ɑ + s k - ⁵⁵/ɛ		20854	
2918	QueyuXinlong	six	tʃhi⁵⁵	tʃhi⁵⁵	tʃʰ ⁵⁵/i		1641	0	- - tʃʰ - - - ⁵⁵/i - - - -		15620	
2919	QueyuXinlong	small	za¹³zi⁵⁵	za¹³zi⁵⁵	z ¹³/a z ⁵⁵/i		1674	0	z ¹³/a z - ⁵⁵/i - -		20583	
2920	QueyuXinlong	small	zi¹³za⁵⁵	zi¹³za⁵⁵	z ¹³/i z ⁵⁵/a		1674	0	- - z - ¹³/i z ⁵⁵/a		20584	
2921	QueyuXinlong	smooth	n̥a⁵⁵n̥a³³	n̥a⁵⁵n̥a³³	n̥ ⁵⁵/a n̥ ³³/a		1701	0	- n̥ ⁵⁵/a - n̥ ³³/a		16629	
2922	QueyuXinlong	soft	lvə⁵⁵lvə³³	lvə⁵⁵lvə³³	l v ⁵⁵/ə l v ³³/ə		1726	0	l - v - ⁵⁵/ə - - l - - v ³³/ə		20639	
2923	QueyuXinlong	stone (of fruit)	ɕe⁵⁵tye⁵⁵ʃə⁵⁵rə⁵⁵	ɕe⁵⁵tye⁵⁵ʃə⁵⁵rə⁵⁵	ɕ ⁵⁵/e t y ⁵⁵/e + ʃ ⁵⁵/ə r ⁵⁵/ə	_5 1758	5 1758	0	ɕ ⁵⁵/e t y ⁵⁵/e + ʃ ⁵⁵/ə r ⁵⁵/ə		20196	
2924	QueyuXinlong	straight	sto⁵⁵sto³³	sto⁵⁵sto³³	s t ⁵⁵/o s t ³³/o		1777	0	- s t - ⁵⁵/o - - s t ³³/o		23060	
2925	QueyuXinlong	ten	ʂqa¹³rdə⁵⁵	ʂqa¹³rdə⁵⁵	ʂ q ¹³/a + r d ⁵⁵/ə		1802 8042	0	- - ʂ - q - ¹³/a - - - + r d ⁵⁵/ə		24471	
2926	QueyuXinlong	that	tsɛ¹³	tsɛ¹³	ts ¹³/ɛ		1830	0	ts ¹³/ɛ		20572	
2927	QueyuXinlong	the ant	pu⁵⁵rye⁵⁵a⁵⁵ȵ̥e⁵⁵	pu⁵⁵rye⁵⁵a⁵⁵ȵ̥e⁵⁵	p ⁵⁵/u + r y ⁵⁵/e + ⁵⁵/a ȵ̊ ⁵⁵/e		1853 8524 8527	0	p ⁵⁵/u + r y ⁵⁵/e - - + ⁵⁵/a ȵ̊ ⁵⁵/e		20185	
2928	QueyuXinlong	the armpit	rdʑa¹³qa⁵⁵li³³	rdʑa¹³qa⁵⁵li³³	r dʑ ¹³/a + q ⁵⁵/a + l ³³/i		8306 8305 8304	0	r dʑ ¹³/a + q - ⁵⁵/a - - - - + l ³³/i		19976	
2929	QueyuXinlong	the bamboo	lma⁵⁵	lma⁵⁵	l m ⁵⁵/a		1947	0	l m ⁵⁵/a		20206	
2930	QueyuXinlong	the belly	lvu⁵⁵	lvu⁵⁵	l v ⁵⁵/u		1993	0	l - v ⁵⁵/u - - -		19979	
2932	QueyuXinlong	the bird	ɕe⁵⁵bʑi³³	ɕe⁵⁵bʑi³³	ɕ ⁵⁵/e + b ʑ ³³/i	8362 _8359	8362 8359	0	ɕ ⁵⁵/e + b ʑ ³³/i - - -		20149	
2933	QueyuXinlong	the blood	si⁵⁵	si⁵⁵	s ⁵⁵/i		2049	0	- s - ⁵⁵/i - - -		20009	
2934	QueyuXinlong	the body hair (hair or fur)	m̥e¹³rie⁵⁵	m̥e¹³rie⁵⁵	m̥ ¹³/e + r i ⁵⁵/e		2074 8136	0	- m̥ ¹³/e - - - - - + r - i ⁵⁵/e		20103	
2935	QueyuXinlong	the bone	ʃə⁵⁵|rə⁵⁵	ʃə⁵⁵|rə⁵⁵	ʃ ⁵⁵/ə + r ⁵⁵/ə	_7976 7844	7976 7844	0	ʃ ⁵⁵/ə + r - - ⁵⁵/ə - - - - - -	partial tib: sha	20012	
2936	QueyuXinlong	the branch	ra¹³la⁵⁵	ra¹³la⁵⁵	r ¹³/a l ⁵⁵/a		2141	0	r ¹³/a l ⁵⁵/a		20191	
2937	QueyuXinlong	the breast (female)	nɯ¹³nɯ⁵⁵	nɯ¹³nɯ⁵⁵	n ¹³/ɯ n ⁵⁵/ɯ		2158	0	n - ¹³/ɯ - - - - n ⁵⁵/ɯ		19977	
2938	QueyuXinlong	the cloud	ɕtie⁵⁵	ɕtie⁵⁵	ɕ t i ⁵⁵/e		2207	0	ɕ - t i ⁵⁵/e - - -		19907	
2939	QueyuXinlong	the dew	si¹³pa⁵⁵	si¹³pa⁵⁵	s ¹³/i p ⁵⁵/a		2258	0	s ¹³/i p ⁵⁵/a - -		19915	
2940	QueyuXinlong	the dog	ʃ◦tʃhi⁵⁵	ʃ◦tʃhi⁵⁵	ʃ tʃʰ ⁵⁵/i	_2274	2274	0	ʃ tʃʰ ⁵⁵/i	tib	20121	
2941	QueyuXinlong	the dream	rmo⁵⁵lo⁵⁵	rmo⁵⁵lo⁵⁵	r m ⁵⁵/o + l ⁵⁵/o	_2294 _8205	2294 8205	0	r m ⁵⁵/o + l ⁵⁵/o -	tib	20398	
2942	QueyuXinlong	the dust	ptʂha⁵⁵	ptʂha⁵⁵	p ʈʂʰ ⁵⁵/a		2331	0	p ʈʂʰ ⁵⁵/a		19938	
2943	QueyuXinlong	the ear	rȵi⁵⁵	rȵi⁵⁵	r ȵ ⁵⁵/i	_7947	7947	0	r ȵ - ⁵⁵/i -	tib	23458	
2944	QueyuXinlong	the earthworm	sɛ³³ndʒo¹³	sɛ³³ndʒo¹³	s ³³/ɛ + n dʒ ¹³/o		2408 7840	0	s ³³/ɛ + - n dʒ ¹³/o -		20183	
2945	QueyuXinlong	the egg	rgə¹³ŋa⁵⁵	rgə¹³ŋa⁵⁵	r g ¹³/ə ŋ ⁵⁵/a	_2428	2428	0	r g ¹³/ə ŋ ⁵⁵/a -	tib	20248	
2946	QueyuXinlong	the eye	mȵe⁵⁵	mȵe⁵⁵	m ȵ ⁵⁵/e		2446	0	m ȵ ⁵⁵/e - - -		19965	
2947	QueyuXinlong	the feather	pɕa¹³dʐo⁵⁵	pɕa¹³dʐo⁵⁵	p ɕ ¹³/a + ɖʐ ⁵⁵/o	_2506 _8256	2506 8256	0	p - ɕ - ¹³/a + ɖʐ ⁵⁵/o	tib	20127	
2948	QueyuXinlong	the fire	mɔ¹³	mɔ¹³	m ¹³/ɔ		2518	0	m ¹³/ɔ -		19918	
2949	QueyuXinlong	the fish	ȵa¹³	ȵa¹³	ȵ ¹³/a	_7794	7794	0	ȵ ¹³/a	tib	20171	
2950	QueyuXinlong	the flea	ɬlɯ¹³	ɬlɯ¹³	ɬ l ¹³/ɯ		2572	0	ɬ l ¹³/ɯ - - -		20175	
2951	QueyuXinlong	the flea	sɬɯ¹³	sɬɯ¹³	s ɬ ¹³/ɯ		2572	0	s ɬ ¹³/ɯ - - -		20176	
2952	QueyuXinlong	the flower	mu¹³tye⁵⁵	mu¹³tye⁵⁵	m ¹³/u t y ⁵⁵/e	_7698	7698	0	m ¹³/u - - t y ⁵⁵/e - - -	tib	20194	
2953	QueyuXinlong	the fog	ɕtie⁵⁵	ɕtie⁵⁵	ɕ t i ⁵⁵/e		2615	0	- ɕ t i ⁵⁵/e - - -		19916	
2954	QueyuXinlong	the foot	sko⁵⁵	sko⁵⁵	s k ⁵⁵/o		2636	0	s k ⁵⁵/o		19986	
2955	QueyuXinlong	the forest	rdʑe⁵⁵ȵe⁵⁵	rdʑe⁵⁵ȵe⁵⁵	r dʑ ⁵⁵/e + ȵ ⁵⁵/e	_8082 _2668	8082 2668	0	r dʑ ⁵⁵/e + ȵ ⁵⁵/e -	tib	19943	
2956	QueyuXinlong	the fox	ptʃa⁵⁵	ptʃa⁵⁵	p tʃ ⁵⁵/a		7873	0	p tʃ - - ⁵⁵/a - -		20148	
2957	QueyuXinlong	the frog	spa¹³	spa¹³	s p ¹³/a		2720	0	- - - s - p - ¹³/a - - - - - - -		20169	
2958	QueyuXinlong	the front (front side)	ŋguə¹³wu⁵⁵	ŋguə¹³wu⁵⁵	ŋ g u ¹³/ə w ⁵⁵/u		2746	0	ŋ g u ¹³/ə w ⁵⁵/u		20407	
2959	QueyuXinlong	the frost	sŋə⁵⁵	sŋə⁵⁵	s ŋ ⁵⁵/ə		2763	0	s ŋ - ⁵⁵/ə -		19914	
2960	QueyuXinlong	the fruit	ɕe⁵⁵tye⁵⁵ri¹³ro³³	ɕe⁵⁵tye⁵⁵ri¹³ro³³	ɕ ⁵⁵/e + t y ⁵⁵/e + r ¹³/i r ³³/o	_7823 _8207 8208	7823 8207 8208	0	ɕ ⁵⁵/e - + t y ⁵⁵/e - + r ¹³/i r ³³/o	tib	20195	
2961	QueyuXinlong	the goat	tshɛ⁵⁵	tshɛ⁵⁵	tsʰ ⁵⁵/ɛ		2833	0	tsʰ - ⁵⁵/ɛ - -		20111	
2962	QueyuXinlong	the grass	ry¹³	ry¹³	r ¹³/y		2871	0	- r ¹³/y - -		20236	
2963	QueyuXinlong	the grass	ʁry	ʁry	ʁ r y		2871	0	ʁ r y - -		20237	
2964	QueyuXinlong	the hail	stse¹³	stse¹³	s ts ¹³/e		2896	0	s ts ¹³/e - - -		19913	
2965	QueyuXinlong	the hair (of the head)	qha⁵⁵m̥e³³	qha⁵⁵m̥e³³	qʰ ⁵⁵/a + m̥ ³³/e		2935 7835	0	qʰ - ⁵⁵/a + m̥ ³³/e -		19961	
2966	QueyuXinlong	the hand	le⁵⁵pa⁵⁵	le⁵⁵pa⁵⁵	l ⁵⁵/e + p ⁵⁵/a		7707 8364	0	- l - ⁵⁵/e - - + p ⁵⁵/a		19990	
2967	QueyuXinlong	the head	qho⁵⁵	qho⁵⁵	qʰ ⁵⁵/o		2991	0	qʰ - ⁵⁵/o - -		19960	
2968	QueyuXinlong	the heart	sme⁵⁵rmi³³	sme⁵⁵rmi³³	s m ⁵⁵/e r m ³³/i		3027	0	s m ⁵⁵/e r m ³³/i		23777	
2969	QueyuXinlong	the hoof	qa⁵⁵ɕye⁵⁵	qa⁵⁵ɕye⁵⁵	q ⁵⁵/a + ɕ y ⁵⁵/e		3068 8073	0	- q - ⁵⁵/a - - + ɕ y ⁵⁵/e		20101	
2970	QueyuXinlong	the horn (keratinized skin)	tʂhi⁵⁵mbə⁵⁵	tʂhi⁵⁵mbə⁵⁵	ʈʂʰ ⁵⁵/i + m b ⁵⁵/ə		7875 3080	0	ʈʂʰ - ⁵⁵/i + m b ⁵⁵/ə		20100	
2971	QueyuXinlong	the horse	bre¹³	bre¹³	b r ¹³/e		3107	0	- b r - - ¹³/e - - - - -		20105	
2972	QueyuXinlong	the house	ʑe¹³	ʑe¹³	ʑ ¹³/e		3134	0	ʑ ¹³/e		20276	
2973	QueyuXinlong	the husband	pə⁵⁵tho⁵⁵	pə⁵⁵tho⁵⁵	p ⁵⁵/ə tʰ ⁵⁵/o		3170	0	p ⁵⁵/ə tʰ ⁵⁵/o		20085	
2974	QueyuXinlong	the ice	ʂpo⁵⁵	ʂpo⁵⁵	ʂ p ⁵⁵/o		3184	0	- ʂ p - ⁵⁵/o - - -		19917	
2975	QueyuXinlong	the knee	ʂŋi⁵⁵	ʂŋi⁵⁵	ʂ ŋ ⁵⁵/i		3235	0	ʂ ŋ - ⁵⁵/i -		23535	
2976	QueyuXinlong	the lake	mtshy⁵⁵	mtshy⁵⁵	m tsʰ ⁵⁵/y	_3287	3287	0	m tsʰ ⁵⁵/y	tib	19927	
2977	QueyuXinlong	the leaf	ba¹³la⁵⁵	ba¹³la⁵⁵	b ¹³/a + l ⁵⁵/a		3312 3310	0	- b - ¹³/a - - + l ⁵⁵/a		20193	
2978	QueyuXinlong	the lip (the lips)	mtʃi⁵⁵ty³³	mtʃi⁵⁵ty³³	m tʃ ⁵⁵/i t ³³/y	_3363	3363	0	m tʃ ⁵⁵/i t ³³/y	tib	19970	
2979	QueyuXinlong	the liver	ze¹³	ze¹³	z ¹³/e		3386	0	z - ¹³/e - - - -		20022	
2980	QueyuXinlong	the louse	ʃi⁵⁵	ʃi⁵⁵	ʃ ⁵⁵/i	_3412	3412	0	- ʃ ⁵⁵/i -	tib	20177	
2981	QueyuXinlong	the lung	ʁlo⁵⁵phe⁵⁵	ʁlo⁵⁵phe⁵⁵	ʁ l ⁵⁵/o + pʰ ⁵⁵/e	_3443	3443 8220	0	ʁ l ⁵⁵/o + pʰ ⁵⁵/e	tib	20020	
2982	QueyuXinlong	the man (male human)	ʑi¹³nə³³	ʑi¹³nə³³	ʑ ¹³/i + n ³³/ə		3468 8324	0	- ʑ ¹³/i + n ³³/ə		20038	
2983	QueyuXinlong	the meat	tho⁵⁵	tho⁵⁵	tʰ ⁵⁵/o		3489	0	- tʰ ⁵⁵/o - -		22323	
2984	QueyuXinlong	the moon	slə⁵⁵mnə³³	slə⁵⁵mnə³³	s l ⁵⁵/ə + m n ³³/ə	_7942 7945	7942 7945	0	s l ⁵⁵/ə + m n ³³/ə	partial tib	19905	
2985	QueyuXinlong	the mosquito	phɛ³³rvə⁵⁵	phɛ³³rvə⁵⁵	pʰ ³³/ɛ r v ⁵⁵/ə		3578	0	pʰ ³³/ɛ - - r v ⁵⁵/ə		20181	
2986	QueyuXinlong	the mountain	ri¹³	ri¹³	r ¹³/i	_3584	3584	0	r ¹³/i	tib	19922	
2987	QueyuXinlong	the mouse or rat	xue⁵⁵	xue⁵⁵	x u ⁵⁵/e		7710	0	x - u ⁵⁵/e		20143	
2988	QueyuXinlong	the mouth	ɕnə⁵⁵mbə³³	ɕnə⁵⁵mbə³³	ɕ n ⁵⁵/ə + m b ³³/ə		3645 8389	29789	ɕ n ⁵⁵/ə - + m b ³³/ə		19969	
2989	QueyuXinlong	the mud	ndʑa¹³mba⁵⁵	ndʑa¹³mba⁵⁵	n dʑ ¹³/a + m b ⁵⁵/a	3674 _7979	3674 7979	1177	- n dʑ ¹³/a + m b ⁵⁵/a		19939	
2990	QueyuXinlong	the nail (fingernail or claw)	ʂtsɛ¹³ɕȵi⁵⁵	ʂtsɛ¹³ɕȵi⁵⁵	ʂ ts ¹³/ɛ + ɕ ȵ ⁵⁵/i		3703 8258	0	ʂ ts - - - ¹³/ɛ - - + ɕ ȵ ⁵⁵/i		23591	
2991	QueyuXinlong	the name	rmi⁵⁵	rmi⁵⁵	r m ⁵⁵/i		3730	0	r m - ⁵⁵/i - - -		20394	
2992	QueyuXinlong	the neck	lʁɛ⁵⁵	lʁɛ⁵⁵	l + ʁ ⁵⁵/ɛ		3763 3760	0	l + ʁ ⁵⁵/ɛ - - -		19973	
2993	QueyuXinlong	the needle (for sewing)	qha⁵⁵	qha⁵⁵	qʰ ⁵⁵/a		7738	0	- qʰ - ⁵⁵/a - - -		20329	
2994	QueyuXinlong	the nit	ʂsi¹³	ʂsi¹³	ʂ s ¹³/i	_3836	3836	0	ʂ s - ¹³/i	tib	21574	
2995	QueyuXinlong	the nose	ɕni⁵⁵	ɕni⁵⁵	ɕ n ⁵⁵/i		3869	0	ɕ n - ⁵⁵/i		23453	
2996	QueyuXinlong	the otter	ʂsɛ⁵⁵	ʂsɛ⁵⁵	ʂ s ⁵⁵/ɛ		7880	0	ʂ s - ⁵⁵/ɛ -		21613	
2997	QueyuXinlong	the pig	ve¹³	ve¹³	v ¹³/e		8572	0	v - ¹³/e -		20118	
2998	QueyuXinlong	the rain	xi⁵⁵	xi⁵⁵	x ⁵⁵/i		7917	0	x ⁵⁵/i		19910	
2999	QueyuXinlong	the rainbow	mu⁵⁵qha³³	mu⁵⁵qha³³	m ⁵⁵/u qʰ ³³/a		3990	0	m ⁵⁵/u qʰ ³³/a		19911	
3000	QueyuXinlong	the rice plant	mdʐiɛ¹³	mdʐiɛ¹³	m ɖʐ i ¹³/ɛ	_4003	4003	0	m ɖʐ - i - ¹³/ɛ - -	tib	20240	
3001	QueyuXinlong	the river	ʒi¹³	ʒi¹³	ʒ ¹³/i		4020	0	- ʒ ¹³/i		19926	
3002	QueyuXinlong	the road	rdʑa¹³la⁵⁵	rdʑa¹³la⁵⁵	r dʑ ¹³/a + l ⁵⁵/a		4047 8093	0	r dʑ - ¹³/a + l - ⁵⁵/a -		23294	
3003	QueyuXinlong	the root	se⁵⁵ʂtse⁵⁵	se⁵⁵ʂtse⁵⁵	s ⁵⁵/e + ʂ ts ⁵⁵/e	4086 _7669	4086 7669	0	s ⁵⁵/e + ʂ ts ⁵⁵/e - -	tib	20192	
3004	QueyuXinlong	the rope	ʂta⁵⁵thi⁵⁵	ʂta⁵⁵thi⁵⁵	ʂ t ⁵⁵/a tʰ ⁵⁵/i		4121	0	ʂ t ⁵⁵/a tʰ - ⁵⁵/i		14884	
3005	QueyuXinlong	the salt	tɕhi⁵⁵	tɕhi⁵⁵	tɕʰ ⁵⁵/i		7846	0	tɕʰ ⁵⁵/i		25223	
3006	QueyuXinlong	the sand	ɕi¹³ma⁵⁵	ɕi¹³ma⁵⁵	ɕ ¹³/i m ⁵⁵/a	_4162	4162	0	ɕ - ¹³/i m ⁵⁵/a	tib	19937	
3007	QueyuXinlong	the sea	rdʑa¹³mtshy⁵⁵	rdʑa¹³mtshy⁵⁵	r dʑ ¹³/a m tsʰ ⁵⁵/y	_4185	4185	0	r dʑ ¹³/a m tsʰ - ⁵⁵/y	tib	19928	
3008	QueyuXinlong	the seed	rlɯ⁵⁵	rlɯ⁵⁵	r l ⁵⁵/ɯ		4205	0	r - l - - ⁵⁵/ɯ		20218	
3009	QueyuXinlong	the sheep	ʑe¹³	ʑe¹³	ʑ ¹³/e		7677	0	ʑ ¹³/e - - -		20110	
3010	QueyuXinlong	the shit	ɕtye⁵⁵	ɕtye⁵⁵	ɕ t y ⁵⁵/e		4269	0	ɕ t y ⁵⁵/e		30552	
3011	QueyuXinlong	the shoulder	phiɛ⁵⁵	phiɛ⁵⁵	pʰ i ⁵⁵/ɛ		4288	0	- pʰ i ⁵⁵/ɛ - -		23487	
3012	QueyuXinlong	the sickle	re¹³	re¹³	r ¹³/e		4329	0	r ¹³/e		20360	
3013	QueyuXinlong	the skin	ri¹³riɛ³³	ri¹³riɛ³³	r ¹³/i r i ³³/ɛ		4353	0	r ¹³/i - r i ³³/ɛ		15544	
3014	QueyuXinlong	the sky	mu⁵⁵	mu⁵⁵	m ⁵⁵/u		4376	0	m ⁵⁵/u - - -		19902	
3015	QueyuXinlong	the smoke	ʂ◦khɯ⁵⁵	ʂ◦khɯ⁵⁵	ʂ kʰ ⁵⁵/ɯ		4403	0	ʂ - kʰ ⁵⁵/ɯ - - - - -		19919	
3016	QueyuXinlong	the snake	pə⁵⁵rɛ⁵⁵	pə⁵⁵rɛ⁵⁵	p ⁵⁵/ə r ⁵⁵/ɛ		7814	0	- p ⁵⁵/ə r ⁵⁵/ɛ - -		20167	
3017	QueyuXinlong	the snow	kha⁵⁵wa⁵⁵	kha⁵⁵wa⁵⁵	kʰ ⁵⁵/a w ⁵⁵/a	_4455	4455	0	- kʰ ⁵⁵/a w ⁵⁵/a	tib	23187	
3018	QueyuXinlong	the son	ʑi¹³	ʑi¹³	ʑ ¹³/i		4482	0	ʑ - ¹³/i -		20068	
3019	QueyuXinlong	the sparrow	ɣo¹³tɕhy³³	ɣo¹³tɕhy³³	ɣ ¹³/o + tɕʰ ³³/y		4508 8477	0	ɣ - ¹³/o - - + tɕʰ ³³/y		20156	
3020	QueyuXinlong	the spider	qa¹³ra⁵⁵	qa¹³ra⁵⁵	q ¹³/a r ⁵⁵/a		4532	0	q ¹³/a r ⁵⁵/a - - -		20182	
3021	QueyuXinlong	the star	skar⁵⁵ma⁵⁵	skar⁵⁵ma⁵⁵	s k ⁵⁵/a r m ⁵⁵/a	_4556	4556	0	s k ⁵⁵/a r m ⁵⁵/a	tib	19906	
3022	QueyuXinlong	the stick	ʂt a¹³po⁵⁵	ʂt a¹³po⁵⁵	ʂ t ¹³/a p ⁵⁵/o		4583	0	ʂ t ¹³/a p ⁵⁵/o		25631	
3023	QueyuXinlong	the stone (a piece of)	rdə¹³tɕe⁵⁵	rdə¹³tɕe⁵⁵	r d ¹³/ə + tɕ ⁵⁵/e	_4610 _8116	4610 8116	0	r d ¹³/ə + tɕ ⁵⁵/e	tib	30691	
3024	QueyuXinlong	the sun	pu⁵⁵	pu⁵⁵	p ⁵⁵/u		4628	0	p - ⁵⁵/u		19903	
3025	QueyuXinlong	the tail	rnə¹³	rnə¹³	r n ¹³/ə		4652	0	r n - - ¹³/ə - -		24240	
3026	QueyuXinlong	the thigh	bla⁵⁵	bla⁵⁵	b l ⁵⁵/a	_4681	4681	0	b l ⁵⁵/a - -	tib	23529	
3027	QueyuXinlong	the tiger	sta⁵⁵	sta⁵⁵	s t ⁵⁵/a	_4733	4733	0	s t ⁵⁵/a -	tib	24416	
3028	QueyuXinlong	the tongue	ɬli⁵⁵	ɬli⁵⁵	ɬ l ⁵⁵/i		4760	0	- ɬ l - - ⁵⁵/i		20017	
3029	QueyuXinlong	the tooth (front)	ski⁵⁵	ski⁵⁵	s k ⁵⁵/i		4781	0	- s - k - ⁵⁵/i - -		23694	
3030	QueyuXinlong	the tree	se⁵⁵	se⁵⁵	s ⁵⁵/e		4806	0	s - ⁵⁵/e -		24704	
3031	QueyuXinlong	the water	ʒi¹³	ʒi¹³	ʒ ¹³/i		4835	29782	- ʒ ¹³/i -		23330	
3032	QueyuXinlong	the wheat	lɯ⁵⁵	lɯ⁵⁵	l ⁵⁵/ɯ		4859	0	- l - ⁵⁵/ɯ		20221	
3033	QueyuXinlong	the wife	xʃi⁵⁵rme⁵⁵	xʃi⁵⁵rme⁵⁵	x ʃ ⁵⁵/i r + m ⁵⁵/e		4888 4885	0	x ʃ ⁵⁵/i r + m ⁵⁵/e - -		20086	
3034	QueyuXinlong	the wind	ɬa⁵⁵	ɬa⁵⁵	ɬ ⁵⁵/a		7768	0	ɬ - - ⁵⁵/a		24107	
3035	QueyuXinlong	the wing	ɕo⁵⁵xpa⁵⁵	ɕo⁵⁵xpa⁵⁵	ɕ ⁵⁵/o x p ⁵⁵/a	_4950	4950	0	- ɕ ⁵⁵/o x p ⁵⁵/a	tib	20126	
3036	QueyuXinlong	the wolf	ɕoŋ⁵⁵khɯ⁵⁵	ɕoŋ⁵⁵khɯ⁵⁵	ɕ ⁵⁵/o ŋ kʰ ⁵⁵/ɯ	_4963	4963	0	ɕ - - ⁵⁵/o ŋ kʰ ⁵⁵/ɯ -	tib	24501	
3037	QueyuXinlong	the woman	zo¹³nə³³	zo¹³nə³³	z ¹³/o + n ³³/ə		4995 8122	0	z ¹³/o + n ³³/ə		20039	
3038	QueyuXinlong	the wood (material)	tʂe⁵⁵	tʂe⁵⁵	ʈʂ ⁵⁵/e		5014	0	- ʈʂ ⁵⁵/e		25304	
3039	QueyuXinlong	the wood (material)	ke⁵⁵	ke⁵⁵	k ⁵⁵/e		5021	0	k ⁵⁵/e		20282	
3040	QueyuXinlong	the worm	pu⁵⁵tʃa³¹	pu⁵⁵tʃa³¹	p ⁵⁵/u + tʃ ³¹/a		5054 5061	0	- - - p ⁵⁵/u + - tʃ ³¹/a		24628	
3041	QueyuXinlong	the year	kuə⁵⁵	kuə⁵⁵	k u ⁵⁵/ə		5081	0	- k u - ⁵⁵/ə - -		20447	
3042	QueyuXinlong	thick	ɬie⁵⁵ ɬie³³	ɬie⁵⁵ ɬie³³	ɬ i ⁵⁵/e ɬ i ³³/e		5132	0	ɬ i ⁵⁵/e - - - ɬ i ³³/e -		20595	
3043	QueyuXinlong	thin (object)	pɕi⁵⁵pɕi³³	pɕi⁵⁵pɕi³³	p ɕ ⁵⁵/i p ɕ ³³/i		5163	0	- - - - - p ɕ ⁵⁵/i - - p ɕ ³³/i		30676	
3044	QueyuXinlong	thou [second person singular]	ȵe¹³	ȵe¹³	ȵ ¹³/e		5189	0	ȵ - ¹³/e - -		20557	
3045	QueyuXinlong	thou [second person singular]	nɯ¹³	nɯ¹³	n ¹³/ɯ		5189	0	n - ¹³/ɯ - -		21553	
3046	QueyuXinlong	three	so⁵⁵	so⁵⁵	s ⁵⁵/o		7832	0	- - s ⁵⁵/o - - -		20463	
3047	QueyuXinlong	to be alive	xsu⁵⁵mbu⁵⁵	xsu⁵⁵mbu⁵⁵	x s ⁵⁵/u m b ⁵⁵/u	_5246	5246	0	x s ⁵⁵/u m b ⁵⁵/u	tib	20673	
3048	QueyuXinlong	to bite	ŋ̊ua⁵⁵	ŋ̊ua⁵⁵	ŋ̊ u ⁵⁵/a		5273	0	- ŋ̊ - u ⁵⁵/a		21080	
3049	QueyuXinlong	to blow (of wind)	sn̥a⁵⁵pɔ⁵⁵tʂa⁵⁵	sn̥a⁵⁵pɔ⁵⁵tʂa⁵⁵	s n̥ ⁵⁵/a p ⁵⁵/ɔ ʈʂ ⁵⁵/a		5307	0	s n̥ ⁵⁵/a p ⁵⁵/ɔ ʈʂ ⁵⁵/a		21073	
3050	QueyuXinlong	to burn [intransitive]	mbɛr¹³ʑo⁵⁵	mbɛr¹³ʑo⁵⁵	m b ¹³/ɛ r ʑ ⁵⁵/o		5341	0	m b ¹³/ɛ r ʑ ⁵⁵/o		20791	
3051	QueyuXinlong	to buy	skuə⁵⁵	skuə⁵⁵	s k u ⁵⁵/ə		5413	0	- s k u ⁵⁵/ə		20942	
3052	QueyuXinlong	to come	kɯ⁵⁵ty¹³	kɯ⁵⁵ty¹³	k ⁵⁵/ɯ + t ¹³/y		7981 5497	0	k ⁵⁵/ɯ + t - ¹³/y		25728	
3053	QueyuXinlong	to count	tsy⁵⁵tʂu⁵⁵	tsy⁵⁵tʂu⁵⁵	ts ⁵⁵/y + ʈʂ ⁵⁵/u	_5542 _8331	5542 8331	0	- ts ⁵⁵/y - - - + ʈʂ ⁵⁵/u	tib	24114	
3054	QueyuXinlong	to cry (weep)	ptʂa⁵⁵	ptʂa⁵⁵	p ʈʂ ⁵⁵/a		5585	0	p ʈʂ ⁵⁵/a		20916	
3055	QueyuXinlong	to die	si⁵⁵	si⁵⁵	s ⁵⁵/i		5654	0	s - ⁵⁵/i - -		21035	
3056	QueyuXinlong	to dig	kɯ⁵⁵puə⁵⁵	kɯ⁵⁵puə⁵⁵	k ⁵⁵/ɯ p u ⁵⁵/ə		5696	0	k ⁵⁵/ɯ p u ⁵⁵/ə		21059	
3057	QueyuXinlong	to drink	ɣɯ¹³tho⁵⁵	ɣɯ¹³tho⁵⁵	ɣ ¹³/ɯ + tʰ ⁵⁵/o		5717 5711	0	ɣ ¹³/ɯ + tʰ - ⁵⁵/o - -		20857	
3058	QueyuXinlong	to eat	tɕhi⁵⁵	tɕhi⁵⁵	tɕʰ ⁵⁵/i		5742	0	tɕʰ ⁵⁵/i		20740	
3059	QueyuXinlong	to fight	ʁme⁵⁵vi⁵⁵	ʁme⁵⁵vi⁵⁵	ʁ m ⁵⁵/e v ⁵⁵/i		5820	0	ʁ m ⁵⁵/e v ⁵⁵/i		20766	
3060	QueyuXinlong	to float	rde¹³	rde¹³	r d ¹³/e		5850	0	r d ¹³/e		22677	
