ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	MORPHEMES	COGIDS	COGID	ALIGNMENT	BORROWING	ID_IN_SOURCE	NOTE	SUBGROUP
7510	Njorogs Khroskyabs	the thunder	mbruk⁵⁵	mbruk⁵⁵	m b r u k ⁵⁵					tib. 'brug			Rgyalrongic
7874	mBrongrdzon Khroskyabs	the thunder	mə-rŋəm	mə-rŋəm	m ə r ŋ ə m								Rgyalrongic
7875	mBrongrdzon Khroskyabs	the thunder	ⁿbrək	ⁿbrək	ⁿb r ə k					Tib. 'brug			Rgyalrongic
8211	Bawang Horpa	the thunder	ⁿbru	ⁿbru	ⁿb r u								Rgyalrongic
8444	Situ in Jarongyiyu	the thunder	ti-tse	ti-tse	t i t s e								Rgyalrongic
8658	Shimuliu Japhug	the thunder	ta-rmək	ta-rmək	t a r m ə k								Rgyalrongic
54	Bantawa	the tiger	dʰinara	dʰinara	dʱ i n a r a		4731	0	dʱ i n a r a				Kiranti
452	Stau	the tiger	stɑ	stɑ	s t ɑ	_4733	4733	1105	s t ɑ -	tib	18768		rGyalrongic
736	Japhug	the tiger	khu	khu	kʰ u		4732	2645	kʰ u -		25839		rGyalrongic
1093	Tangut	the tiger	le	le	l e		4740	1053	l e		38017		Tangut
1401	Wobzi Khroskyabs	the tiger	stâ	stâ	s t â/a	_4733	4733	1105	s t â/a -	tib	31769		rGyalrongic
1717	Zhaba	the tiger	ʂta⁵⁵	ʂta⁵⁵	ʂ t ⁵⁵/a	_4733	4733	1105	ʂ t ⁵⁵/a -	tib	23224		Qiangic
1969	Mbarkhams Situ	the tiger	khuŋ	khuŋ	kʰ u ŋ		4732	2645	kʰ u ŋ		17545		rGyalrongic
2227	Kangding Minyag	the tiger	tɑ⁵³	tɑ⁵³	t ⁵³/ɑ	_4733	4733	0	- t ⁵³/ɑ -	tib	22582		Qiangic
2452	Pengbuxi Minyag	the tiger	1ta	1ta	t ¹/a	_4733	4733	0	- t ¹/a -	tib			Qiangic
2781	Old Burmese	the tiger	klaḥ	klaḥ	k l ā/a ɦ		4738	1053	k l ā/a ɦ		31207		Burmish
3027	Xinlong Queyu	the tiger	sta⁵⁵	sta⁵⁵	s t ⁵⁵/a	_4733	4733	0	s t ⁵⁵/a -	tib	24416		Qiangic
3125	Pubarong Queyu	the tiger	da	da	d â/a	_4733	4736	0	- d â/a	tib			Qiangic
3589	Siyuewu Khroskyabs	the tiger	stæ̂ʁ	stæ̂ʁ	s t æ̂/æ ʁ	_4733	4733	0	s t æ̂/æ ʁ	tib	39014		Rgyalrongic
3904	Bragbar Situ	the tiger	khəŋ	khəŋ	kʰ ə̄/ə ŋ		4732	0	kʰ ə̄/ə ŋ				Rgyalrongic
4030	Geshiza	the tiger	a̯ʑi	a̯ʑi	a̯ + ʑ i		8378 4740	0	- a̯ + ʑ i				Rgyalrongic
4529	Guanyinqiao Khroskyabs	the tiger	stɑ⁵³	stɑ⁵³	s t ⁵³/ɑ	_4733	4733	0	s t ⁵³/ɑ -	tib			Rgyalrongic
4933	Njorogs Khroskyabs	the tiger	staq⁵³	staq⁵³	s t a ⁵³/q	_4733	4733	0	s t a ⁵³/q	tib			Rgyalrongic
5120	Tshobdun	the tiger	qɐɟe	qɐɟe	q ɐ + ɟ e		8378 8567	0	q ɐ + ɟ e				Rgyalrongic
5414	Ngyaltsu Zbu	the tiger	kɯsɑ	kɯsɑ	k ɯ s ɑ̂/ɑ		4737	0	k ɯ s ɑ̂/ɑ				Rgyalrongic
5764	Zlarong	the tiger	ta55	ta55	t ⁵⁵/a	_4733	4733	0	- t ⁵⁵/a -	tib			Chamdoic
6023	Kyomkyo Situ	the tiger	khoŋ	khoŋ	kʰ o ŋ		4732	0	kʰ o ŋ				Rgyalrongic
6710	Mazur Stau	the tiger	stɑ	stɑ	s t ɑ	_4733	4733	0	s t ɑ -	tib			Rgyalrongic
6992	Yaoji Situ	the tiger	kʰoŋ⁵⁵	kʰoŋ⁵⁵	kʰ o ŋ ⁵⁵								Rgyalrongic
7203	Cogtse Situ	the tiger	kʰuŋ2	kʰuŋ2	kʰ u ŋ 2								Rgyalrongic
7487	Njorogs Khroskyabs	the tiger	staq⁵³	staq⁵³	s t a q ⁵³					tib. stag			Rgyalrongic
7860	mBrongrdzon Khroskyabs	the tiger	staχ	staχ	s t a χ					Tib. stag			Rgyalrongic
8212	Bawang Horpa	the tiger	ʁʒi	ʁʒi	ʁ ʒ i								Rgyalrongic
8445	Situ in Jarongyiyu	the tiger	kʰuŋ	kʰuŋ	kʰ u ŋ								Rgyalrongic
8659	Shimuliu Japhug	the tiger	kʰu	kʰu	kʰ u								Rgyalrongic
147	Bantawa	the tongue	lem	lem	l e m		4753	0	l e m				Kiranti
453	Stau	the tongue	vɮɛ	vɮɛ	v + ɮ ɛ		8497 4760	4190	v + - - ɮ - - ɛ		15868		rGyalrongic
737	Japhug	the tongue	tɯ-mdʑu	tɯ-mdʑu	t ɯ + m dʑ u		4754 4760	3227	t ɯ + m - dʑ - - u		11231		rGyalrongic
1094	Tangut	the tongue	lhjwa	lhjwa	ɬ j w a		4760	715	- - ɬ j w a		11235		Tangut
1402	Wobzi Khroskyabs	the tongue	sɲi	sɲi	s ɲ í/i		4757	3784	s ɲ í/i		31772		rGyalrongic
1718	Zhaba	the tongue	di³³	di³³	d ³³/i		4760	4190	- - d - - ³³/i		21214		Qiangic
1970	Mbarkhams Situ	the tongue	tə ʃmᴇ	tə ʃmᴇ	t ə + ʃ m ɛ		4754 8436	3784	t ə + ʃ m - ɛ		17422		rGyalrongic
2228	Kangding Minyag	the tongue	rɐ²⁴	rɐ²⁴	r ²⁴/ɐ		4760	0	- - r - - ²⁴/ɐ		25330		Qiangic
2529	Pengbuxi Minyag	the tongue	1ʐʌ	1ʐʌ	ʐ ¹/ʌ		4760	0	- - ʐ - - ¹/ʌ				Qiangic
2782	Old Burmese	the tongue	lhy	lhya	ɬ y ā/a		4760	4190	- - ɬ y - ā/a		31208		Burmish
3028	Xinlong Queyu	the tongue	ɬli⁵⁵	ɬli⁵⁵	ɬ l ⁵⁵/i		4760	0	- ɬ l - - ⁵⁵/i		20017		Qiangic
3236	Pubarong Queyu	the tongue	ˣl̥i	ˣl̥i	x ɬ ī/i		4760	0	- x ɬ - - ī/i				Qiangic
3590	Siyuewu Khroskyabs	the tongue	sni	sni	s n í/i		4757	0	s n í/i		39015		Rgyalrongic
3905	Bragbar Situ	the tongue	tə-ɕmie	tə-ɕmie	t ə + ɕ m i ê/e		4754 8436	0	t ə + ɕ m i ê/e				Rgyalrongic
4269	Geshiza	the tongue	vʑæ	vʑæ	v + ʑ æ		8497 4760	0	v + - - ʑ - - æ				Rgyalrongic
4530	Guanyinqiao Khroskyabs	the tongue	sɲi⁵⁵	sɲi⁵⁵	s ɲ ⁵⁵/i		4757	0	s ɲ ⁵⁵/i				Rgyalrongic
4720	Njorogs Khroskyabs	the tongue	fsɲi⁵⁵	fsɲi⁵⁵	f + s ɲ ⁵⁵/i		8497 4757	0	f + s ɲ ⁵⁵/i				Rgyalrongic
5576	Ngyaltsu Zbu	the tongue	tə-mdji	tə-mdji	t ə + m d j î/i		4754 4760	0	t ə + m - d j - î/i				Rgyalrongic
5676	Zlarong	the tongue	ndə13	ndə13	n d ¹³/ə		4760	0	n - d - - ¹³/ə				Chamdoic
6024	Kyomkyo Situ	the tongue	təʃmi	təʃmi	t ə + ʃ m i		4754 8436	0	t ə + ʃ m - i				Rgyalrongic
6711	Mazur Stau	the tongue	vɮɛ	vɮɛ	v + ɮ ɛ		8497 4760	0	v + - - ɮ - - ɛ				Rgyalrongic
7235	Cogtse Situ	the tongue	tǝ-ʃme2	tǝ-ʃme2	t ǝ ʃ m e 2								Rgyalrongic
7521	Njorogs Khroskyabs	the tongue	fsɲi⁵⁵	fsɲi⁵⁵	f s ɲ i ⁵⁵								Rgyalrongic
7881	mBrongrdzon Khroskyabs	the tongue	sɲiʔ	sɲiʔ	s ɲ i ʔ								Rgyalrongic
8213	Bawang Horpa	the tongue	vʒɐ	vʒɐ	v ʒ ɐ								Rgyalrongic
8446	Situ in Jarongyiyu	the tongue	ti-ɕe-me	ti-ɕe-me	t i ɕ e m e								Rgyalrongic
8660	Shimuliu Japhug	the tongue	tə-mdʒu	tə-mdʒu	t ə m d ʒ u								Rgyalrongic
127	Bantawa	the tooth (front)	kɨŋ	kɨŋ	k ɨ ŋ		4778	0	k ɨ ŋ				Kiranti
454	Stau	the tooth (front)	ɕə	ɕə	ɕ ə		4781	10482	- ɕ - - - ə - -		18650		rGyalrongic
738	Japhug	the tooth (front)	tɯ-ɕɣa	tɯ-ɕɣa	t ɯ + ɕ ɣ a		4779 4781	10482	t ɯ + - ɕ ɣ - - a - -		11284		rGyalrongic
1095	Tangut	the tooth (front)	kowr²	kowr²	k o w ²/r		4788	4191	k o w ²/r		11288		Tangut
1403	Wobzi Khroskyabs	the tooth (front)	fɕi	fɕi	f ɕ î/i		4781	10482	f ɕ - - - î/i - -		31773		rGyalrongic
1719	Zhaba	the tooth (front)	ʃu¹³	ʃu¹³	ʃ ¹³/u		4781	10482	- ʃ - - - ¹³/u - -		21212		Qiangic
1971	Mbarkhams Situ	the tooth (front)	tə swɑ	tə swɑ	t ə + s w ɑ		4779 4781	10482	t ə + - s w - - ɑ - -		19355		rGyalrongic
2229	Kangding Minyag	the tooth (front)	xuə²⁴	xuə²⁴	x u ²⁴/ə		4781	0	- x u - - ²⁴/ə - -		23782		Qiangic
2515	Pengbuxi Minyag	the tooth (front)	1xə	1xə	x ¹/ə		4781	0	- x - - - ¹/ə - -				Qiangic
2783	Old Burmese	the tooth (front)	svaḥ	svaḥ	s v ā/a ɦ		4781	10482	- s - v - ā/a ɦ -		31280		Burmish
3029	Xinlong Queyu	the tooth (front)	ski⁵⁵	ski⁵⁵	s k ⁵⁵/i		4781	0	- s - k - ⁵⁵/i - -		23694		Qiangic
3233	Pubarong Queyu	the tooth (front)	ˣki	ˣki	x k i		4781	0	- x - k - i - -				Qiangic
3591	Siyuewu Khroskyabs	the tooth (front)	ɕəvi	ɕəvi	ɕ ə v î/i		4781	0	- ɕ ə v - î/i - -		39016		Rgyalrongic
3906	Bragbar Situ	the tooth (front)	tə-ɕwiɛ̂	tə-ɕwiɛ̂	t ə + ɕ w i ɛ̂/ɛ		4779 4781	0	t ə + - ɕ - w i ɛ̂/ɛ - -				Rgyalrongic
4166	Geshiza	the tooth (front)	reju-ɕə-mæ	reju-ɕə-mæ	r e j u + ɕ ə + m æ		4782 4781 4783	0	r e j u + - ɕ - - - ə - - + m æ				Rgyalrongic
4531	Guanyinqiao Khroskyabs	the tooth (front)	dʑə³³ɕɣi⁵³	dʑə³³ɕɣi⁵³	dʑ ³³/ə + ɕ ɣ ⁵³/i		8077 4781	0	dʑ ³³/ə + - ɕ - ɣ - ⁵³/i - -				Rgyalrongic
4692	Njorogs Khroskyabs	the tooth (front)	ɕɣi³³wom⁵³	ɕɣi³³wom⁵³	ɕ ɣ ³³/i + w o ⁵³/m		4781 8078	0	- ɕ - ɣ - ³³/i - - + w o ⁵³/m				Rgyalrongic
5472	Ngyaltsu Zbu	the tooth (front)	tə-ɕwéʔ	tə-ɕwéʔ	t ə + ɕ w é/e ʔ		4779 4781	0	t ə + ɕ w é/e ʔ				Rgyalrongic
5600	Zlarong	the tooth (front)	ɕi13	ɕi13	ɕ ¹³/i		4781	0	- ɕ - - - ¹³/i - -				Chamdoic
6025	Kyomkyo Situ	the tooth (front)	təʃwa	təʃwa	t ə + ʃ w a		4779 4781	0	t ə + - ʃ - w - a - -				Rgyalrongic
6712	Mazur Stau	the tooth (front)	ɕjə	ɕjə	ɕ j ə		4781	0	- ɕ - j - ə - -				Rgyalrongic
7084	Yaoji Situ	the tooth (front)	tə⁵⁵swa³³	tə⁵⁵swa³³	t ə ⁵⁵ s w a ³³								Rgyalrongic
7295	Cogtse Situ	the tooth (front)	tǝ-swa2	tǝ-swa2	t ǝ s w a 2								Rgyalrongic
7583	Njorogs Khroskyabs	the tooth (front)	ɕɣi⁵⁵	ɕɣi⁵⁵	ɕ ɣ i ⁵⁵								Rgyalrongic
7784	mBrongrdzon Khroskyabs	the tooth (front)	sɣiʔ	sɣiʔ	s ɣ i ʔ								Rgyalrongic
8214	Bawang Horpa	the tooth (front)	ʃwə	ʃwə	ʃ w ə								Rgyalrongic
8447	Situ in Jarongyiyu	the tooth (front)	tis-wa	tis-wa	t i s w a								Rgyalrongic
8661	Shimuliu Japhug	the tooth (front)	tə-ʃɣa	tə-ʃɣa	t ə ʃ ɣ a								Rgyalrongic
231	Bantawa	the tree	sɨŋ	sɨŋ	s ɨ ŋ	fire	4806	0	s - ɨ ŋ				Kiranti
455	Stau	the tree	lə phu	lə phu	l ə + pʰ u		4807 4808	3679	l ə + - pʰ u -		18825		rGyalrongic
739	Japhug	the tree	si	si	s i		4806	3396	s - i -		11337		rGyalrongic
1096	Tangut	the tree	sji¹	sji¹	s j ¹/i		4806	3396	s j ¹/i -		11341		Tangut
1097	Tangut	the tree	phu	phu	pʰ u		4808	3679	- pʰ u -		38192		Tangut
1404	Wobzi Khroskyabs	the tree	sæpʰô	sæpʰô	s æ + pʰ ô/o		4806 4808	3396	s - æ - + - pʰ ô/o -		31774		rGyalrongic
1720	Zhaba	the tree	sɛ³³pu⁵⁵	sɛ³³pu⁵⁵	sʰ ³³/ɛ + p ⁵⁵/u		4806 4808	3396	sʰ - ³³/ɛ - + - p ⁵⁵/u -		21397		Qiangic
1972	Mbarkhams Situ	the tree	ʃə phu	ʃə phu	ʃ ə + pʰ u	_4805 4808	4805 4808	3396	ʃ ə + - pʰ u -	partial tib	20361		rGyalrongic
2230	Kangding Minyag	the tree	tshə³³pho²⁴	tshə³³pho²⁴	tsʰ ³³/ə + pʰ ²⁴/o		4809 4808	0	tsʰ ³³/ə + - pʰ ²⁴/o -		22630		Qiangic
2494	Pengbuxi Minyag	the tree	1tshəphɔ	1tshəphɔ	tsʰ ə + pʰ ¹/ɔ̙		4809 4808	0	tsʰ ə + - pʰ ¹/ɔ̙ -				Qiangic
2784	Old Burmese	the tree	sac◦paṅ	sac◦paṅ	s a c + p a ŋ		4806 4808	3396	s - a c + - p a ŋ		31209		Burmish
3030	Xinlong Queyu	the tree	se⁵⁵	se⁵⁵	s ⁵⁵/e		4806	0	s - ⁵⁵/e -		24704		Qiangic
3325	Pubarong Queyu	the tree	sepu	sepu	sʰ e + p ū/u		4806 4808	0	sʰ - e - + - p ū/u -				Qiangic
3592	Siyuewu Khroskyabs	the tree	sæpó	sæpó	s æ + p ó/o		4806 4808	0	s - æ - + - p ó/o -		39017		Rgyalrongic
3907	Bragbar Situ	the tree	ɕɐkphu	ɕɐkphu	ɕ ɐ k + pʰ û/u	_4806 4808	4806 4808	0	ɕ - ɐ k + - pʰ û/u -	partial tib			Rgyalrongic
4202	Geshiza	the tree	sə-pʰo	sə-pʰo	sʰ ə + pʰ o		4806 4808	0	sʰ - ə - + - pʰ o -				Rgyalrongic
4532	Guanyinqiao Khroskyabs	the tree	sɛ³³pʰo⁵³	sɛ³³pʰo⁵³	s ³³/ɛ + pʰ ⁵³/o		4806 4808	0	s - ³³/ɛ - + - pʰ ⁵³/o -				Rgyalrongic
4927	Njorogs Khroskyabs	the tree	so³³χpʰo⁵⁵	so³³χpʰo⁵⁵	s ³³/o + χ pʰ ⁵⁵/o		4806 4808	0	s - ³³/o - + χ pʰ ⁵⁵/o -				Rgyalrongic
5254	Tshobdun	the tree	zdóŋbo	zdóŋbo	z d ó/o ŋ b o	_4813	4813	0	z d ó/o ŋ b o	tib			Rgyalrongic
5577	Ngyaltsu Zbu	the tree	səkúʔ	səkúʔ	s ə + k ú/u ʔ		4806 7827	0	s - ə - + k ú/u ʔ				Rgyalrongic
5602	Zlarong	the tree	ɕĩ55phu53	ɕĩ55phu53	ɕ ⁵⁵/ĩ + pʰ ⁵³/u	_4806 4808	4806 4808	0	ɕ - ⁵⁵/ĩ - + - pʰ ⁵³/u -	partial tib			Chamdoic
6026	Kyomkyo Situ	the tree	ʃu	ʃu	ʃ u	_4805	4805	0	ʃ u	tib			Rgyalrongic
6713	Mazur Stau	the tree	lupʰu	lupʰu	l u + pʰ u		4807 4808	0	l u + - pʰ u -				Rgyalrongic
6714	Mazur Stau	the tree	nɑ	nɑ	n ɑ		7960	0		tib			Rgyalrongic
7027	Yaoji Situ	the tree	ʃə⁵⁵ku⁵⁵	ʃə⁵⁵ku⁵⁵	ʃ ə ⁵⁵ k u ⁵⁵								Rgyalrongic
7206	Cogtse Situ	the tree	ʃikpʰu2	ʃikpʰu2	ʃ i k pʰ u 2								Rgyalrongic
7489	Njorogs Khroskyabs	the tree	so³³χpʰo⁵⁵	so³³χpʰo⁵⁵	s o ³³ χ pʰ o ⁵⁵								Rgyalrongic
7862	mBrongrdzon Khroskyabs	the tree	sʌpʰua	sʌpʰua	s ʌ pʰ ua								Rgyalrongic
8215	Bawang Horpa	the tree	sʰə-pʰo	sʰə-pʰo	sʰ ə pʰ o								Rgyalrongic
8448	Situ in Jarongyiyu	the tree	dur-kʰur	dur-kʰur	d u r kʰ u r								Rgyalrongic
8662	Shimuliu Japhug	the tree	siɣ-pʰu	siɣ-pʰu	s i ɣ pʰ u								Rgyalrongic
25	Bantawa	the water	cakwa	cakwa	c a kʷ a		4832	0	c a kʷ a				Kiranti
456	Stau	the water	ɣrə	ɣrə	ɣ r ə		4835	29782	ɣ r ə -		18596		rGyalrongic
740	Japhug	the water	tɯ-ci	tɯ-ci	t ɯ + c i		4833 4834	29783	t ɯ + c i -		11761		rGyalrongic
1098	Tangut	the water	zjɨɨr²	zjɨɨr²	z j ɨː ²/r		4842	29782	- z j ɨː ²/r		11765		Tangut
1405	Wobzi Khroskyabs	the water	jdə̂	jdə̂	j d ə̂/ə		4835	29782	j d ə̂/ə -		31779		rGyalrongic
1721	Zhaba	the water	tʌ¹³	tʌ¹³	t ¹³/ʌ		4833	2019	t ¹³/ʌ		21146		Qiangic
1973	Mbarkhams Situ	the water	tə ȶʃi	tə ȶʃi	t ə + tʃ i		4833 4834	29783	t ə + tʃ i -		17361		rGyalrongic
2231	Kangding Minyag	the water	tɕə⁵³	tɕə⁵³	tɕ ⁵³/ə		4834	29783	tɕ ⁵³/ə -		24887		Qiangic
2456	Pengbuxi Minyag	the water	1tɕə	1tɕə	tɕ ¹/ə		4834	29783	tɕ ¹/ə -				Qiangic
2785	Old Burmese	the water	riy	riy	r i y		4835	29782	- r i y		31210		Burmish
3031	Xinlong Queyu	the water	ʒi¹³	ʒi¹³	ʒ ¹³/i		4835	29782	- ʒ ¹³/i -		23330		Qiangic
3203	Pubarong Queyu	the water	ɹɨ	ɹɨ	ɹ ɨ̌/ɨ		4835	29782	- ɹ ɨ̌/ɨ -				Qiangic
3593	Siyuewu Khroskyabs	the water	ɣdə̂	ɣdə̂	ɣ d ə̂/ə		4835	29782	ɣ d ə̂/ə -		39018		Rgyalrongic
3908	Bragbar Situ	the water	tə-ɟi	tə-ɟi	t ə + ɟ ī/i		4833 4834	29783	t ə + ɟ ī/i -				Rgyalrongic
4287	Geshiza	the water	wrə	wrə	w r ə		4835	29782	w r ə -				Rgyalrongic
4533	Guanyinqiao Khroskyabs	the water	ɣdə⁵³	ɣdə⁵³	ɣ d ⁵³/ə		4835	29782	ɣ d ⁵³/ə -				Rgyalrongic
4732	Njorogs Khroskyabs	the water	ɣrə⁵⁵	ɣrə⁵⁵	ɣ r ⁵⁵/ə		4835	29782	ɣ r ⁵⁵/ə -				Rgyalrongic
5211	Tshobdun	the water	təciʔ	təciʔ	t ə + c í/i ʔ		4833 4834	29783	t ə + c í/i ʔ				Rgyalrongic
5578	Ngyaltsu Zbu	the water	təciʔ	təciʔ	t ə + c í/i ʔ		4833 4834	29783	t ə + c í/i ʔ				Rgyalrongic
5775	Zlarong	the water	tɕi55	tɕi55	tɕ ⁵⁵/i		4834	29783	tɕ ⁵⁵/i -				Chamdoic
6027	Kyomkyo Situ	the water	təɟuʔ	təɟuʔ	t ə + ɟ u ʔ		4833 4834	29783	t ə + ɟ u ʔ				Rgyalrongic
6715	Mazur Stau	the water	ɣrə	ɣrə	ɣ r ə		4835	0	ɣ r ə -				Rgyalrongic
7089	Yaoji Situ	the water	tə⁵⁵tʃi³³	tə⁵⁵tʃi³³	t ə ⁵⁵ t ʃ i ³³								Rgyalrongic
7210	Cogtse Situ	the water	tǝ-tʃi	tǝ-tʃi	t ǝ t ʃ i								Rgyalrongic
7493	Njorogs Khroskyabs	the water	ɣrə⁵⁵	ɣrə⁵⁵	ɣ r ə ⁵⁵								Rgyalrongic
7722	mBrongrdzon Khroskyabs	the water	ɣdə	ɣdə	ɣ d ə								Rgyalrongic
8216	Bawang Horpa	the water	wrə	wrə	w r ə								Rgyalrongic
8449	Situ in Jarongyiyu	the water	ti-tɕʰu	ti-tɕʰu	t i t ɕʰ u								Rgyalrongic
8663	Shimuliu Japhug	the water	tə-tʃi	tə-tʃi	t ə t ʃ i								Rgyalrongic
249	Bantawa	the wheat	tɨcʰoŋ	tɨcʰoŋ	t ɨ + cʰ o ŋ		4863 8239	0	t ɨ + cʰ o ŋ				Kiranti
457	Stau	the wheat	ɮe	ɮe	ɮ e		4859	3234	- ɮ - e		18856		rGyalrongic
741	Japhug	the wheat	qaj	qaj	q a j		4858	3241	q a j -		25840		rGyalrongic
1099	Tangut	the wheat	lhji	lhji	ɬ j i̙/i		4859	0	- ɬ j i̙/i		38177		Tangut
1406	Wobzi Khroskyabs	the wheat	ʁjə̂	ʁjə̂	ʁ j ə̂/ə		4859	3234	ʁ j - ə̂/ə		31783		rGyalrongic
1722	Zhaba	the wheat	si⁵⁵	si⁵⁵	sʰ ⁵⁵/i		4860	4825	sʰ ⁵⁵/i		21430		Qiangic
1974	Mbarkhams Situ	the wheat	ti	ti	t i		4863	4036	t i - - - - -		21239		rGyalrongic
2232	Kangding Minyag	the wheat	qø²⁴	qø²⁴	q ²⁴/ø		4858	0	q ²⁴/ø - -		22654		Qiangic
2522	Pengbuxi Minyag	the wheat	1ʐæ	1ʐæ	ʐ ¹/æ		4859	0	- ʐ - ¹/æ				Qiangic
2786	Old Burmese	the wheat	gyuṃ	gyuṃ	g y ū m̩/m		4866	3831	g y ū m̩/m		31281		Burmish
3032	Xinlong Queyu	the wheat	lɯ⁵⁵	lɯ⁵⁵	l ⁵⁵/ɯ		4859	0	- l - ⁵⁵/ɯ		20221		Qiangic
3121	Pubarong Queyu	the wheat	ɕo	ɕo	ɕʰ ō/o		7839	0	ɕʰ ō/o				Qiangic
3594	Siyuewu Khroskyabs	the wheat	ʁjə̂	ʁjə̂	ʁ j ə̂/ə		4859	0	ʁ j - ə̂/ə		39019		Rgyalrongic
3909	Bragbar Situ	the wheat	tāj	tāj	t ā/a j		4863	0	t ā/a j - - - -				Rgyalrongic
4310	Geshiza	the wheat	ʑe	ʑe	ʑ e		4859	0	- ʑ - e				Rgyalrongic
4534	Guanyinqiao Khroskyabs	the wheat	ʁji⁵³	ʁji⁵³	ʁ j ⁵³/i		4859	0	ʁ j - ⁵³/i				Rgyalrongic
4887	Njorogs Khroskyabs	the wheat	ʁji⁵⁵	ʁji⁵⁵	ʁ j ⁵⁵/i		4859	0	ʁ j - ⁵⁵/i				Rgyalrongic
5119	Tshobdun	the wheat	qɐjʔ	qɐjʔ	q ɐ j ʔ		4858	0	q ɐ j ʔ				Rgyalrongic
5439	Ngyaltsu Zbu	the wheat	qɐ́ʔ	qɐ́ʔ	q ɐ́/ɐ ʔ		4858	0	q ɐ́/ɐ - ʔ				Rgyalrongic
6028	Kyomkyo Situ	the wheat	taji	taji	t a j i		4863	0	t a j i - - -				Rgyalrongic
6716	Mazur Stau	the wheat	ɮi	ɮi	ɮ i		4859	0	- ɮ - i				Rgyalrongic
7058	Yaoji Situ	the wheat	te⁵⁵lu⁵⁵	te⁵⁵lu⁵⁵	t e ⁵⁵ l u ⁵⁵								Rgyalrongic
7218	Cogtse Situ	the wheat	ti	ti	t i								Rgyalrongic
7501	Njorogs Khroskyabs	the wheat	ʁji⁵⁵	ʁji⁵⁵	ʁ j i ⁵⁵								Rgyalrongic
7869	mBrongrdzon Khroskyabs	the wheat	ʁjə	ʁjə	ʁ j ə								Rgyalrongic
8217	Bawang Horpa	the wheat	ʒe	ʒe	ʒ e								Rgyalrongic
8664	Shimuliu Japhug	the wheat	qɐj	qɐj	q ɐ j								Rgyalrongic
165	Bantawa	the wife	masɨng	masɨng	m a s ɨ n g		4878	0	m a s ɨ n g				Kiranti
459	Stau	the wife	la ja	la ja	l a + j a		4881 4880	2931	l a + - j a - -		16371		rGyalrongic
460	Stau	the wife	vu da	vu da	v u d a		4895	2933	v u d a		16375		rGyalrongic
742	Japhug	the wife	tɤ-rʑaβ	tɤ-rʑaβ	t ɤ + r ʑ a β		7746 4880	2935	t ɤ + r ʑ a - β		12238		rGyalrongic
1100	Tangut	the wife	bjij	bjij	g j i + b j i j		4889 8570	0	g j i + b j i j		38172		Tangut
1102	Tangut	the wife	mjaa	mjaa	m j aː		4885	0	m - j aː		38241		Tangut
1407	Wobzi Khroskyabs	the wife	rjɑ́v	rjɑ́v	r j ɑ́/ɑ v		4880	2935	r j ɑ́/ɑ - v		31787		rGyalrongic
1723	Zhaba	the wife	sɪ¹³	sɪ¹³	s ¹³/ɪ		4890	4773	s ¹³/ɪ		21298		Qiangic
1975	Mbarkhams Situ	the wife	tɑ rɟɑp	tɑ rɟɑp	t ɑ + r ɟ ɑ p		7746 4880	2935	t ɑ + r ɟ ɑ - p		17502		rGyalrongic
2233	Kangding Minyag	the wife	mo³³ȵõ⁵³	mo³³ȵõ⁵³	m ³³/o ȵ ⁵³/õ		4885	0	m ³³/o ȵ ⁵³/õ		22532		Qiangic
2388	Pengbuxi Minyag	the wife	1mɔɲɔ	1mɔɲɔ	m ɔ ɲ ¹/ɔ		4885	0	m ɔ ɲ ¹/ɔ				Qiangic
3033	Xinlong Queyu	the wife	xʃi⁵⁵rme⁵⁵	xʃi⁵⁵rme⁵⁵	x ʃ ⁵⁵/i r + m ⁵⁵/e		4888 4885	0	x ʃ ⁵⁵/i r + m ⁵⁵/e - -		20086		Qiangic
3134	Pubarong Queyu	the wife	gudumə	gudumə	g ū/u + d u + m ə		4889 8536 4885	0	g - ū/u + d u + m ə - -				Qiangic
3595	Siyuewu Khroskyabs	the wife	gəvə̂	gəvə̂	g ə + v ə̂/ə		4889 8570	0	g - ə + v - ə̂/ə -		39020		Rgyalrongic
3596	Siyuewu Khroskyabs	the wife	rjɑ́v	rjɑ́v	r j ɑ́/ɑ v		4880	0	r j ɑ́/ɑ - v		39021		Rgyalrongic
3910	Bragbar Situ	the wife	ta-rɟēp	ta-rɟēp	t a + r ɟ ē/e p		7746 4880	0	t a + r ɟ ē/e - p				Rgyalrongic
4173	Geshiza	the wife	rjəu	rjəu	r j ə u		4880	0	r j ə - u				Rgyalrongic
4536	Guanyinqiao Khroskyabs	the wife	rjav⁵⁵	rjav⁵⁵	r j a ⁵⁵/v		4880	0	r j a - ⁵⁵/v				Rgyalrongic
4858	Njorogs Khroskyabs	the wife	rjap⁵⁵	rjap⁵⁵	r j a ⁵⁵/p		4880	0	r j a - ⁵⁵/p				Rgyalrongic
5148	Tshobdun	the wife	rɟev	rɟev	r ɟ e v		4880	0	r ɟ e - v				Rgyalrongic
5502	Ngyaltsu Zbu	the wife	və-rɟev	və-rɟev	v ə + r ɟ ê/e v		7747 4880	0	v ə + r ɟ ê/e - v				Rgyalrongic
