ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS
5426	NgyaltsuZbu	the thunder	ⁿbrɐʁlóʁʔ	ⁿbrɐʁlóʁʔ	ⁿb r ɐ + ʁ l ó/o ʁ ʔ		4712 4719
5540	Zlarong	the thunder	ndʐu53	ndʐu53	n ɖʐ ⁵³/u		4712
5860	KyomkyoSitu	the thunder	tarmoʔk	tarmoʔk	t a + r m o ʔ k		4705 4706
6159	MazurStau	the thunder	scɑʁlə	scɑʁlə	s c ɑ + ʁ l ə		7934 4708
54	Bantawa	the tiger	dʰinara	dʰinara	dʱ i n a r a		4731
434	Stau	the tiger	stɑ	stɑ	s t ɑ		4733
711	Japhug	the tiger	khu	khu	kʰ u		4732
1032	Tangut	the tiger	le	le	l e		4740
1331	WobziKhroskyabs	the tiger	stâ	stâ	s t â/a		4733
1641	Zhaba	the tiger	ʂta⁵⁵	ʂta⁵⁵	ʂ t ⁵⁵/a		4733
1888	MbarkhamsSitu	the tiger	khuŋ	khuŋ	kʰ u ŋ		4732
2142	KangdingMinyag	the tiger	tɑ⁵³	tɑ⁵³	t ⁵³/ɑ		4733
2362	PengbuxiMinyag	the tiger	1ta	1ta	t ¹/a		4733
2687	OldBurmese	the tiger	klaḥ	klaḥ	k l ā/a ɦ		4738
2932	XinlongQueyu	the tiger	sta⁵⁵	sta⁵⁵	s t ⁵⁵/a		4733
3030	PubarongQueyu	the tiger	da	da	d â/a		4736
3491	SiyuewuKhroskyabs	the tiger	stæ̂ʁ	stæ̂ʁ	s t æ̂/æ ʁ		4733
3802	BragbarSitu	the tiger	khəŋ	khəŋ	kʰ ə̄/ə ŋ		4732
3928	Geshiza	the tiger	a̯ʑi	a̯ʑi	a̯ + ʑ i		8378 4740
4413	GuanyinqiaoKhroskyabs	the tiger	stɑ⁵³	stɑ⁵³	s t ⁵³/ɑ		4733
4801	NjorogsKhroskyabs	the tiger	staq⁵³	staq⁵³	s t a ⁵³/q		4733
4977	Tshobdun	the tiger	qɐɟe	qɐɟe	q ɐ + ɟ e		8378 8567
5265	NgyaltsuZbu	the tiger	kɯsɑ	kɯsɑ	k ɯ s ɑ̂/ɑ		4737
5611	Zlarong	the tiger	ta55	ta55	t ⁵⁵/a		4733
5861	KyomkyoSitu	the tiger	khoŋ	khoŋ	kʰ o ŋ		4732
6160	MazurStau	the tiger	stɑ	stɑ	s t ɑ		4733
146	Bantawa	the tongue	lem	lem	l e m		4753
435	Stau	the tongue	vɮɛ	vɮɛ	v + ɮ ɛ		8497 4760
712	Japhug	the tongue	tɯ-mdʑu	tɯ-mdʑu	t ɯ + m dʑ u		4754 4760
1033	Tangut	the tongue	lhjwa	lhjwa	ɬ j w a		4760
1332	WobziKhroskyabs	the tongue	sɲi	sɲi	s ɲ í/i		4757
1642	Zhaba	the tongue	di³³	di³³	d ³³/i		4760
1889	MbarkhamsSitu	the tongue	tə ʃmᴇ	tə ʃmᴇ	t ə + ʃ m ɛ		4754 8436
2143	KangdingMinyag	the tongue	rɐ²⁴	rɐ²⁴	r ²⁴/ɐ		4760
2439	PengbuxiMinyag	the tongue	1ʐʌ	1ʐʌ	ʐ ¹/ʌ		4760
2688	OldBurmese	the tongue	lhy	lhya	ɬ y ā/a		4760
2933	XinlongQueyu	the tongue	ɬli⁵⁵	ɬli⁵⁵	ɬ l ⁵⁵/i		4760
3140	PubarongQueyu	the tongue	ˣl̥i	ˣl̥i	x ɬ ī/i		4760
3492	SiyuewuKhroskyabs	the tongue	sni	sni	s n í/i		4757
3803	BragbarSitu	the tongue	tə-ɕmie	tə-ɕmie	t ə + ɕ m i ê/e		4754 8436
4164	Geshiza	the tongue	vʑæ	vʑæ	v + ʑ æ		8497 4760
4414	GuanyinqiaoKhroskyabs	the tongue	sɲi⁵⁵	sɲi⁵⁵	s ɲ ⁵⁵/i		4757
4591	NjorogsKhroskyabs	the tongue	fsɲi⁵⁵	fsɲi⁵⁵	f + s ɲ ⁵⁵/i		8497 4757
5427	NgyaltsuZbu	the tongue	tə-mdji	tə-mdji	t ə + m d j î/i		4754 4760
5524	Zlarong	the tongue	ndə13	ndə13	n d ¹³/ə		4760
5862	KyomkyoSitu	the tongue	təʃmi	təʃmi	t ə + ʃ m i		4754 8436
6161	MazurStau	the tongue	vɮɛ	vɮɛ	v + ɮ ɛ		8497 4760
126	Bantawa	the tooth (front)	kɨŋ	kɨŋ	k ɨ ŋ		4778
436	Stau	the tooth (front)	ɕə	ɕə	ɕ ə		4781
713	Japhug	the tooth (front)	tɯ-ɕɣa	tɯ-ɕɣa	t ɯ + ɕ ɣ a		4779 4781
1034	Tangut	the tooth (front)	kowr²	kowr²	k o w ²/r		4788
1333	WobziKhroskyabs	the tooth (front)	fɕi	fɕi	f ɕ î/i		4781
1643	Zhaba	the tooth (front)	ʃu¹³	ʃu¹³	ʃ ¹³/u		4781
1890	MbarkhamsSitu	the tooth (front)	tə swɑ	tə swɑ	t ə + s w ɑ		4779 4781
2144	KangdingMinyag	the tooth (front)	xuə²⁴	xuə²⁴	x u ²⁴/ə		4781
2425	PengbuxiMinyag	the tooth (front)	1xə	1xə	x ¹/ə		4781
2689	OldBurmese	the tooth (front)	svaḥ	svaḥ	s v ā/a ɦ		4781
2934	XinlongQueyu	the tooth (front)	ski⁵⁵	ski⁵⁵	s k ⁵⁵/i		4781
3137	PubarongQueyu	the tooth (front)	ˣki	ˣki	x k i		4781
3493	SiyuewuKhroskyabs	the tooth (front)	ɕəvi	ɕəvi	ɕ ə v î/i		4781
3804	BragbarSitu	the tooth (front)	tə-ɕwiɛ̂	tə-ɕwiɛ̂	t ə + ɕ w i ɛ̂/ɛ		4779 4781
4063	Geshiza	the tooth (front)	reju-ɕə-mæ	reju-ɕə-mæ	r e j u + ɕ ə + m æ		4782 4781 4783
4415	GuanyinqiaoKhroskyabs	the tooth (front)	dʑə³³ɕɣi⁵³	dʑə³³ɕɣi⁵³	dʑ ³³/ə + ɕ ɣ ⁵³/i		8077 4781
4564	NjorogsKhroskyabs	the tooth (front)	ɕɣi³³wom⁵³	ɕɣi³³wom⁵³	ɕ ɣ ³³/i + w o ⁵³/m		4781 8078
5323	NgyaltsuZbu	the tooth (front)	tə-ɕwéʔ	tə-ɕwéʔ	t ə + ɕ w é/e ʔ		4779 4781
5450	Zlarong	the tooth (front)	ɕi13	ɕi13	ɕ ¹³/i		4781
5863	KyomkyoSitu	the tooth (front)	təʃwa	təʃwa	t ə + ʃ w a		4779 4781
6162	MazurStau	the tooth (front)	ɕjə	ɕjə	ɕ j ə		4781
229	Bantawa	the tree	sɨŋ	sɨŋ	s ɨ ŋ		4806
437	Stau	the tree	lə phu	lə phu	l ə + pʰ u		4807 4808
714	Japhug	the tree	si	si	s i		4806
1035	Tangut	the tree	sji¹	sji¹	s j ¹/i		4806
1036	Tangut	the tree	phu	phu	pʰ u		4808
1334	WobziKhroskyabs	the tree	sæpʰô	sæpʰô	s æ + pʰ ô/o		4806 4808
1644	Zhaba	the tree	sɛ³³pu⁵⁵	sɛ³³pu⁵⁵	sʰ ³³/ɛ + p ⁵⁵/u		4806 4808
1891	MbarkhamsSitu	the tree	ʃə phu	ʃə phu	ʃ ə + pʰ u		4805 4808
2145	KangdingMinyag	the tree	tshə³³pho²⁴	tshə³³pho²⁴	tsʰ ³³/ə + pʰ ²⁴/o		4809 4808
2404	PengbuxiMinyag	the tree	1tshəphɔ	1tshəphɔ	tsʰ ə + pʰ ¹/ɔ̙		4809 4808
2690	OldBurmese	the tree	sac◦paṅ	sac◦paṅ	s a c + p a ŋ		4806 4808
2935	XinlongQueyu	the tree	se⁵⁵	se⁵⁵	s ⁵⁵/e		4806
3228	PubarongQueyu	the tree	sepu	sepu	sʰ e + p ū/u		4806 4808
3494	SiyuewuKhroskyabs	the tree	sæpó	sæpó	s æ + p ó/o		4806 4808
3805	BragbarSitu	the tree	ɕɐkphu	ɕɐkphu	ɕ ɐ k + pʰ û/u		4806 4808
4098	Geshiza	the tree	sə-pʰo	sə-pʰo	sʰ ə + pʰ o		4806 4808
4416	GuanyinqiaoKhroskyabs	the tree	sɛ³³pʰo⁵³	sɛ³³pʰo⁵³	s ³³/ɛ + pʰ ⁵³/o		4806 4808
4795	NjorogsKhroskyabs	the tree	so³³χpʰo⁵⁵	so³³χpʰo⁵⁵	s ³³/o + χ pʰ ⁵⁵/o		4806 4808
5106	Tshobdun	the tree	zdóŋbo	zdóŋbo	z d ó/o ŋ b o		4813
5428	NgyaltsuZbu	the tree	səkúʔ	səkúʔ	s ə + k ú/u ʔ		4806 7827
5452	Zlarong	the tree	ɕĩ55phu53	ɕĩ55phu53	ɕ ⁵⁵/ĩ + pʰ ⁵³/u		4806 4808
5864	KyomkyoSitu	the tree	ʃu	ʃu	ʃ u		4805
6163	MazurStau	the tree	lupʰu	lupʰu	l u + pʰ u		4807 4808
6164	MazurStau	the tree	nɑ	nɑ	n ɑ		7960
25	Bantawa	the water	cakwa	cakwa	c a kʷ a		4832
438	Stau	the water	ɣrə	ɣrə	ɣ r ə		4835
715	Japhug	the water	tɯ-ci	tɯ-ci	t ɯ + c i		4833 4834
1037	Tangut	the water	zjɨɨr²	zjɨɨr²	z j ɨː ²/r		4842
1335	WobziKhroskyabs	the water	jdə̂	jdə̂	j d ə̂/ə		4835
1645	Zhaba	the water	tʌ¹³	tʌ¹³	t ¹³/ʌ		4833
1892	MbarkhamsSitu	the water	tə ȶʃi	tə ȶʃi	t ə + tʃ i		4833 4834
2146	KangdingMinyag	the water	tɕə⁵³	tɕə⁵³	tɕ ⁵³/ə		4834
2366	PengbuxiMinyag	the water	1tɕə	1tɕə	tɕ ¹/ə		4834
2691	OldBurmese	the water	riy	riy	r i y		4835
2936	XinlongQueyu	the water	ʒi¹³	ʒi¹³	ʒ ¹³/i		4835
3107	PubarongQueyu	the water	ɹɨ	ɹɨ	ɹ ɨ̌/ɨ		4835
3495	SiyuewuKhroskyabs	the water	ɣdə̂	ɣdə̂	ɣ d ə̂/ə		4835
3806	BragbarSitu	the water	tə-ɟi	tə-ɟi	t ə + ɟ ī/i		4833 4834
4182	Geshiza	the water	wrə	wrə	w r ə		4835
4417	GuanyinqiaoKhroskyabs	the water	ɣdə⁵³	ɣdə⁵³	ɣ d ⁵³/ə		4835
4603	NjorogsKhroskyabs	the water	ɣrə⁵⁵	ɣrə⁵⁵	ɣ r ⁵⁵/ə		4835
5067	Tshobdun	the water	təciʔ	təciʔ	t ə + c í/i ʔ		4833 4834
5429	NgyaltsuZbu	the water	təciʔ	təciʔ	t ə + c í/i ʔ		4833 4834
5622	Zlarong	the water	tɕi55	tɕi55	tɕ ⁵⁵/i		4834
5865	KyomkyoSitu	the water	təɟuʔ	təɟuʔ	t ə + ɟ u ʔ		4833 4834
6165	MazurStau	the water	ɣrə	ɣrə	ɣ r ə		4835
246	Bantawa	the wheat	tɨcʰoŋ	tɨcʰoŋ	t ɨ + cʰ o ŋ		4863 8239
439	Stau	the wheat	ɮe	ɮe	ɮ e		4859
716	Japhug	the wheat	qaj	qaj	q a j		4858
1038	Tangut	the wheat	lhji	lhji	ɬ j i̙/i		4859
1336	WobziKhroskyabs	the wheat	ʁjə̂	ʁjə̂	ʁ j ə̂/ə		4859
1646	Zhaba	the wheat	si⁵⁵	si⁵⁵	sʰ ⁵⁵/i		4860
1893	MbarkhamsSitu	the wheat	ti	ti	t i		4863
2147	KangdingMinyag	the wheat	qø²⁴	qø²⁴	q ²⁴/ø		4858
2432	PengbuxiMinyag	the wheat	1ʐæ	1ʐæ	ʐ ¹/æ		4859
2692	OldBurmese	the wheat	gyuṃ	gyuṃ	g y ū m̩/m		4866
2937	XinlongQueyu	the wheat	lɯ⁵⁵	lɯ⁵⁵	l ⁵⁵/ɯ		4859
3026	PubarongQueyu	the wheat	ɕo	ɕo	ɕʰ ō/o		7839
3496	SiyuewuKhroskyabs	the wheat	ʁjə̂	ʁjə̂	ʁ j ə̂/ə		4859
3807	BragbarSitu	the wheat	tāj	tāj	t ā/a j		4863
4205	Geshiza	the wheat	ʑe	ʑe	ʑ e		4859
4418	GuanyinqiaoKhroskyabs	the wheat	ʁji⁵³	ʁji⁵³	ʁ j ⁵³/i		4859
4757	NjorogsKhroskyabs	the wheat	ʁji⁵⁵	ʁji⁵⁵	ʁ j ⁵⁵/i		4859
4976	Tshobdun	the wheat	qɐjʔ	qɐjʔ	q ɐ j ʔ		4858
5290	NgyaltsuZbu	the wheat	qɐ́ʔ	qɐ́ʔ	q ɐ́/ɐ ʔ		4858
5866	KyomkyoSitu	the wheat	taji	taji	t a j i		4863
6166	MazurStau	the wheat	ɮi	ɮi	ɮ i		4859
164	Bantawa	the wife	masɨng	masɨng	m a s ɨ n g		4878
440	Stau	the wife	la ja	la ja	l a + j a		4881 4880
441	Stau	the wife	vu da	vu da	v u d a		4895
717	Japhug	the wife	tɤ-rʑaβ	tɤ-rʑaβ	t ɤ + r ʑ a β		7746 4880
1039	Tangut	the wife	bjij	bjij	g j i + b j i j		4889 8570
1040	Tangut	the wife	mjaa	mjaa	m j aː		4885
1337	WobziKhroskyabs	the wife	rjɑ́v	rjɑ́v	r j ɑ́/ɑ v		4880
1647	Zhaba	the wife	sɪ¹³	sɪ¹³	s ¹³/ɪ		4890
1894	MbarkhamsSitu	the wife	tɑ rɟɑp	tɑ rɟɑp	t ɑ + r ɟ ɑ p		7746 4880
2148	KangdingMinyag	the wife	mo³³ȵõ⁵³	mo³³ȵõ⁵³	m ³³/o ȵ ⁵³/õ		4885
2299	PengbuxiMinyag	the wife	1mɔɲɔ	1mɔɲɔ	m ɔ ɲ ¹/ɔ		4885
2938	XinlongQueyu	the wife	xʃi⁵⁵rme⁵⁵	xʃi⁵⁵rme⁵⁵	x ʃ ⁵⁵/i r + m ⁵⁵/e		4888 4885
3039	PubarongQueyu	the wife	gudumə	gudumə	g ū/u + d u + m ə		4889 8536 4885
3497	SiyuewuKhroskyabs	the wife	gəvə̂	gəvə̂	g ə + v ə̂/ə		4889 8570
3498	SiyuewuKhroskyabs	the wife	rjɑ́v	rjɑ́v	r j ɑ́/ɑ v		4880
3808	BragbarSitu	the wife	ta-rɟēp	ta-rɟēp	t a + r ɟ ē/e p		7746 4880
4070	Geshiza	the wife	rjəu	rjəu	r j ə u		4880
4419	GuanyinqiaoKhroskyabs	the wife	rjav⁵⁵	rjav⁵⁵	r j a ⁵⁵/v		4880
4729	NjorogsKhroskyabs	the wife	rjap⁵⁵	rjap⁵⁵	r j a ⁵⁵/p		4880
5005	Tshobdun	the wife	rɟev	rɟev	r ɟ e v		4880
5353	NgyaltsuZbu	the wife	və-rɟev	və-rɟev	v ə + r ɟ ê/e v		7747 4880
5454	Zlarong	the wife	dzu55ndʑu55	dzu55ndʑu55	dz ⁵⁵/u n dʑ ⁵⁵/u		4891
5867	KyomkyoSitu	the wife	tarɟaʔp	tarɟaʔp	t a + r ɟ a ʔ p		7746 4880
6167	MazurStau	the wife	vədæ	vədæ	v ə d æ		4895
77	Bantawa	the wind	hɨk	hɨk	h ɨ k		4912
442	Stau	the wind	xpə rju	xpə rju	x p ə r j u		4914
718	Japhug	the wind	qale	qale	q a + l e		8397 7768
1041	Tangut	the wind	ljɨ	ljɨ	l j ɨ		7768
1338	WobziKhroskyabs	the wind	χpə̂rju	χpə̂rju	χ p ə̂/ə r j u		4914
1648	Zhaba	the wind	vli⁵⁵	vli⁵⁵	v + l ⁵⁵/i		8398 7768
1895	MbarkhamsSitu	the wind	khɑ li	khɑ li	kʰ ɑ + l i		8397 7768
2149	KangdingMinyag	the wind	mə⁵³mə³³	mə⁵³mə³³	m ⁵³/ə m ³³/ə		4921
2278	PengbuxiMinyag	the wind	1lɔ	1lɔ	l ¹/ɔ		7768
2693	OldBurmese	the wind	liy	liy	l i y		7768
2939	XinlongQueyu	the wind	ɬa⁵⁵	ɬa⁵⁵	ɬ ⁵⁵/a		7768
3057	PubarongQueyu	the wind	ɬobə	ɬobə	ɬ o + b ə		7768 8024
3499	SiyuewuKhroskyabs	the wind	χpə̂rjuɣ	χpə̂rjuɣ	χ p ə̂/ə r j u ɣ		4914
3809	BragbarSitu	the wind	khali	khali	kʰ a + l î/i		8397 7768
4174	Geshiza	the wind	wlæ	wlæ	w + l æ		8398 7768
4420	GuanyinqiaoKhroskyabs	the wind	χpər⁵⁵ju³³	χpər⁵⁵ju³³	χ p ⁵⁵/ə r j ³³/u		4914
4618	NjorogsKhroskyabs	the wind	kʰar³³vu⁵⁵	kʰar³³vu⁵⁵	kʰ a + ³³/r v ⁵⁵/u		8397 8399
4980	Tshobdun	the wind	qɐ́lɛ	qɐ́lɛ	q ɐ́/ɐ + l ɛ		8397 7768
5287	NgyaltsuZbu	the wind	qɐldə	qɐldə	q ɐ + l d ə		8397 7768
5497	Zlarong	the wind	ma31mi55	ma31mi55	m ³¹/a m ⁵⁵/i		4921
5868	KyomkyoSitu	the wind	khalu	khalu	kʰ a + l u		8397 7768
6168	MazurStau	the wind	χpurju	χpurju	χ p u r j u		4914
142	Bantawa	the wing	lap	lap	l a p		4936
443	Stau	the wing	ɕɑ spɑ	ɕɑ spɑ	ɕ ɑ + s p ɑ		4950 4940
719	Japhug	the wing	ɯ-ʁar	ɯ-ʁar	ɯ + ʁ a r		4942 4947
1042	Tangut	the wing	dzjwɨ	dzjwɨ	dz j w ɨ		4952
1339	WobziKhroskyabs	the wing	spʰjǽv	spʰjǽv	s pʰ j ǽ/æ v		4940
1649	Zhaba	the wing	ndu³³ʐə⁵⁵	ndu³³ʐə⁵⁵	n d ³³/u ʐ ⁵⁵/ə		4953
1896	MbarkhamsSitu	the wing	tɑ rkhɑm	tɑ rkhɑm	t ɑ + r kʰ ɑ m		4937 4938
2150	KangdingMinyag	the wing	βə³³phæ⁵⁵	βə³³phæ⁵⁵	β ³³/ə + pʰ ⁵⁵/æ		0 4940
2451	PengbuxiMinyag	the wing	2ɦuphɛ	2ɦuphɛ	ɦ u + pʰ ²/ɛ		0 4940
2694	OldBurmese	the wing	to₂ṅ◦paṁ	to₂ṅ◦paṁ	t ²/o ŋ + p a m		4948 4949
2940	XinlongQueyu	the wing	ɕo⁵⁵xpa⁵⁵	ɕo⁵⁵xpa⁵⁵	ɕ ⁵⁵/o x p ⁵⁵/a		4950
3021	PubarongQueyu	the wing	ɕəᵖto	ɕəᵖto	ɕ ə + p t o		4950 8096
3500	SiyuewuKhroskyabs	the wing	fɕæ̂ʁpɑ	fɕæ̂ʁpɑ	f ɕ æ̂/æ ʁ p ɑ		4950
3810	BragbarSitu	the wing	ta-rkhām	ta-rkhām	t a + r kʰ ā/a m		4937 4938
4160	Geshiza	the wing	vdzor	vdzor	v dz o r		4952
4421	GuanyinqiaoKhroskyabs	the wing	spʰav⁵⁵	spʰav⁵⁵	s pʰ a ⁵⁵/v		4940
4838	NjorogsKhroskyabs	the wing	war³³kʰam⁵³	war³³kʰam⁵³	w ³³/a + r kʰ a ⁵³/m		4947 4938
5021	Tshobdun	the wing	ʁɐ́rⁿdzem	ʁɐ́rⁿdzem	ʁ ɐ́/ɐ r ⁿdz e m		4947
5126	NgyaltsuZbu	the wing	ɐ-ʁɐ́rⁿdzɐm	ɐ-ʁɐ́rⁿdzɐm	ɐ + ʁ ɐ́/ɐ r ⁿdz ɐ m		4946 4947
5685	Zlarong	the wing	xɔ55pe53	xɔ55pe53	x ⁵⁵/ɔ p ⁵³/e		4950
6169	MazurStau	the wing	fɕoqpæ	fɕoqpæ	f ɕ o q p æ		4950
444	Stau	the wolf	spjoŋ kə	spjoŋ kə	s p j o ŋ k ə		4963
720	Japhug	the wolf	spjaŋkɯ	spjaŋkɯ	s p j a ŋ k ɯ		4963
1043	Tangut	the wolf	ɕjwɨ	ɕjwɨ	ɕ j w ɨ		4969
1044	Tangut	the wolf	ljɨ	ljɨ	l j ɨ		4972
1340	WobziKhroskyabs	the wolf	spjʊ̂ŋkəɣ	spjʊ̂ŋkəɣ	s p j ʊ̂/ʊ ŋ k ə ɣ		4963
1650	Zhaba	the wolf	piɛ̃⁵⁵nkhu⁵⁵	piɛ̃⁵⁵nkhu⁵⁵	p i ⁵⁵/ɛ̃ n kʰ ⁵⁵/u		4963
1897	MbarkhamsSitu	the wolf	spjɑŋ kə	spjɑŋ kə	s p j ɑ ŋ k ə		4963
2151	KangdingMinyag	the wolf	də²⁴	də²⁴	d ²⁴/ə		4972
2283	PengbuxiMinyag	the wolf	1mbuletsə	1mbuletsə	m b u l e ts ¹/ə		4965
2941	XinlongQueyu	the wolf	ɕoŋ⁵⁵khɯ⁵⁵	ɕoŋ⁵⁵khɯ⁵⁵	ɕ ⁵⁵/o ŋ kʰ ⁵⁵/ɯ		4963
3029	PubarongQueyu	the wolf	ɕoᵑkʰu	ɕoᵑkʰu	ɕ o ŋ kʰ û/u		4963
3501	SiyuewuKhroskyabs	the wolf	spjæŋkə̂	spjæŋkə̂	s p j æ ŋ k ə̂/ə		4963
3811	BragbarSitu	the wolf	spjaŋkə̂	spjaŋkə̂	s p j a ŋ k ə̂/ə		4963
4114	Geshiza	the wolf	spjaŋkə	spjaŋkə	s p j a ŋ k ə		4963
4422	GuanyinqiaoKhroskyabs	the wolf	spjaŋ⁵⁵gəɣ³³	spjaŋ⁵⁵gəɣ³³	s p j ⁵⁵/a ŋ g ³³/ə ɣ		4963
4798	NjorogsKhroskyabs	the wolf	spjaŋ³³gu⁵³	spjaŋ³³gu⁵³	s p j ³³/a ŋ g ⁵³/u		4963
5048	Tshobdun	the wolf	spjaŋku	spjaŋku	s p j a ŋ k u		4963
5305	NgyaltsuZbu	the wolf	spjɑŋkúʔ	spjɑŋkúʔ	s p j ɑ ŋ k ú/u ʔ		4963
5447	Zlarong	the wolf	ɕã55khu53	ɕã55khu53	ɕ ⁵⁵/ã kʰ ⁵³/u		4963
5869	KyomkyoSitu	the wolf	spjankə	spjankə	s p j a n k ə		4963
6170	MazurStau	the wolf	spjõkʰə	spjõkʰə	s p j õ kʰ ə		4963
157	Bantawa	the woman	ma	ma	m a		4986
445	Stau	the woman	sme	sme	s + m e		4996 4986
721	Japhug	the woman	tɕheme	tɕheme	tɕʰ e + m e		8121 4986
1045	Tangut	the woman	mjij¹	mjij¹	m j ¹/i̙ j		4986
1046	Tangut	the woman	sji	sji	s j i		4996
1341	WobziKhroskyabs	the woman	məlé	məlé	m ə + l é/e		4986 8119
1651	Zhaba	the woman	zɪ¹³	zɪ¹³	z ¹³/ɪ		4995
1898	MbarkhamsSitu	the woman	tə mi	tə mi	t ə + m i		4990 4986
2152	KangdingMinyag	the woman	mo³³ȵo⁵³	mo³³ȵo⁵³	m ³³/o + ȵ ⁵³/o		4986 8122
2300	PengbuxiMinyag	the woman	1mɔɲɔ	1mɔɲɔ	m ɔ + ɲ ¹/ɔ		4986 8122
2695	OldBurmese	the woman	minḥ◦ma	minḥ◦ma	m i n ɦ + m a		4986 8124
2942	XinlongQueyu	the woman	zo¹³nə³³	zo¹³nə³³	z ¹³/o + n ³³/ə		4995 8122
3162	PubarongQueyu	the woman	zõ	zõ	z ȭ/õ		4995
3502	SiyuewuKhroskyabs	the woman	məlé	məlé	m ə + l é/e		4986 8119
3812	BragbarSitu	the woman	jimō	jimō	j i + m ō/o		8125 4986
4107	Geshiza	the woman	sme	sme	s + m e		4996 4986
4423	GuanyinqiaoKhroskyabs	the woman	mə⁵⁵le⁵⁵	mə⁵⁵le⁵⁵	m ⁵⁵/ə + l ⁵⁵/e		4986 8119
4424	GuanyinqiaoKhroskyabs	the woman	və⁵⁵sme⁵⁵	və⁵⁵sme⁵⁵	v ⁵⁵/ə + s + m ⁵⁵/e		8123 4996 4986
4636	NjorogsKhroskyabs	the woman	me³³le⁵⁵	me³³le⁵⁵	m ³³/e + l ⁵⁵/e		4986 8119
5069	Tshobdun	the woman	tə́mɛ	tə́mɛ	t ə́/ə + m ɛ		4990 4986
5331	NgyaltsuZbu	the woman	təmi	təmi	t ə + m î/i		4990 4986
5503	Zlarong	the woman	mi13	mi13	m ¹³/i		4986
5870	KyomkyoSitu	the woman	jimo	jimo	j i + m o		8125 4986
6171	MazurStau	the woman	smi	smi	s + m i		4996 4986
6314	SiyuewuKhroskyabs	the woman	vəsmé	vəsmé	v ə + s + m é/e		8123 4996 4986
6315	WobziKhroskyabs	the woman	vəsmé	vəsmé	v ə + s + m é/e		8123 4996 4986
230	Bantawa	the wood (material)	sɨŋ	sɨŋ	s ɨ ŋ		5013
446	Stau	the wood (material)	ndʐɛ mɛ	ndʐɛ mɛ	n ɖʐ ɛ + m ɛ		5014 5015
722	Japhug	the wood (material)	si	si	s i		5013
1047	Tangut	the wood (material)	sji	sji	s j i		5013
1342	WobziKhroskyabs	the wood (material)	se	se	s ê/e		5013
1652	Zhaba	the wood (material)	ndʐɿ⁵⁵	ndʐɿ⁵⁵	n ɖʐ ⁵⁵/ɿ		5014
1653	Zhaba	the wood (material)	sɛ¹³	sɛ¹³	sʰ ¹³/ɛ		5013
1899	MbarkhamsSitu	the wood (material)	ʃᴇ	ʃᴇ	ʃ ɛ		7828
2153	KangdingMinyag	the wood (material)	tshə⁵⁵rø⁵³	tshə⁵⁵rø⁵³	tsʰ ⁵⁵/ə + r ⁵³/ø		5017 8219
2406	PengbuxiMinyag	the wood (material)	1tshəʐø	1tshəʐø	tsʰ ə + ʐ ¹/ø		5017 8219
2696	OldBurmese	the wood (material)	sac	sac	s a c		5013
2943	XinlongQueyu	the wood (material)	tʂe⁵⁵	tʂe⁵⁵	ʈʂ ⁵⁵/e		5014
2944	XinlongQueyu	the wood (material)	ke⁵⁵	ke⁵⁵	k ⁵⁵/e		5021
3130	PubarongQueyu	the wood (material)	tʂi	tʂi	ʈʂ ī/i		5014
3503	SiyuewuKhroskyabs	the wood (material)	se	se	s ê/e		5013
3813	BragbarSitu	the wood (material)	ɕe	ɕe	ɕ ê/e		7828
4102	Geshiza	the wood (material)	si	si	sʰ i		5013
4425	GuanyinqiaoKhroskyabs	the wood (material)	sa⁵⁵kləm³³	sa⁵⁵kləm³³	s ⁵⁵/a + k l ə ³³/m		5013 8218
4547	NjorogsKhroskyabs	the wood (material)	bo⁵⁵li⁵⁵	bo⁵⁵li⁵⁵	b ⁵⁵/o l ⁵⁵/i		5019
4890	Tshobdun	the wood (material)	kɐ́ju	kɐ́ju	k ɐ́/ɐ j u		5018
5430	NgyaltsuZbu	the wood (material)	kɐju	kɐju	k ɐ j û/u		5018
5650	Zlarong	the wood (material)	tshi53	tshi53	tsʰ ⁵³/i		5017
5871	KyomkyoSitu	the wood (material)	ʃu	ʃu	ʃ u		7828
6172	MazurStau	the wood (material)	ɕõ	ɕõ	ɕ õ		7828
106	Bantawa	the work	kaci	kaci	k a c i		5037
836	Japhug	the work	tɤma	tɤma	t ɤ + m a		5041 7785
1436	WobziKhroskyabs	the work	ntɕú	ntɕú	n tɕ ú/u		5045
2275	PengbuxiMinyag	the work	1lɛkɛ	1lɛkɛ	l ɛ k ¹/ɛ		5043
3229	PubarongQueyu	the work	mõ	mõ	m õ		7785
3504	SiyuewuKhroskyabs	the work	tɕu	tɕu	tɕ û/u		5045
3814	BragbarSitu	the work	ta-miɛ̄	ta-miɛ̄	t a + m i ɛ̄/ɛ		5041 7785
3971	Geshiza	the work	leska	leska	l e s k a		5043
5281	NgyaltsuZbu	the work	ŋkhorve	ŋkhorve	ŋ kʰ o r v ê/e		5044
5350	NgyaltsuZbu	the work	və-mɐ́ʔ	və-mɐ́ʔ	v ə + m ɐ́/ɐ ʔ		5046 7785
5872	KyomkyoSitu	the work	karama	karama	k a + r a + m a		7786 7787 7785
6173	MazurStau	the work	leskæ	leskæ	l e s k æ		5043
447	Stau	the worm	ba bə	ba bə	b a b ə		5054
